contact_name,contact_email,name,location,founded_date,visible,category,target_client,business_model,description,main_url,twitter_url,angellist_url,crunchbase_url,all_tags,codex_presenter,codex_presentation_date
"",hello@vestd.com,Vestd,"London, United Kingdom",2014,true,Practice Management - ,Unknown,Unknown,"Vestd is a secure online platform that makes giving shares to your team, customers or partners simple, affordable and fast",https://vestd.com/,@VestdHQ,https://angel.co/vestd,https://www.crunchbase.com/organization/vestd#section-overview,"",false,
"",ai.lawracle@gmail.com,AI Lawracle,"Sydney, Australia",2017,true,Marketplace - ,Unknown,Unknown,AI Lawracle is a legal services start up operating out of Sydney Australia. We have gathered a team of exciting legal and programming experts who are presently building a groundbreaking application which automates legal services using artificial intelligence and unique algorythms. ,www.ailawracle.com,"","","","",false,
Mark Doble,mark@alexsei.com,Alexsei Inc.,"Toronto, Canada",2017,true,Marketplace - ,Unknown,Unknown,Alexsei provides precise and affordable answers to your questions of law--however nuanced or complex they may be--for a fraction of the cost of an in-house associate or articling student. ,www.alexsei.com,"","","",ai,false,
Unknown,ajara@alsterlegal.com,Alster Legal,"Santiago, Chile",2015,true,Practice Management - ,Unknown,Unknown,"We are a strategic legal services and consulting company, whose objective is to streamline business projects led by companies in the Latin American market. In each commitment that we assume, we work applying quality solutions, with modular and multidisciplinary senior teams that, powered by technology and motivated by innovation, add value within the framework of a close and collaborative relationship.",http://alsterlegal.com/,"","","","",true,
Abdi Shayesteh,info@altaclaro.com,AltaClaro,"New York, NY",2016,true,Legal Education - ,Unknown,Unknown,"AltaClaro is an experiential learning platform that provides attorneys with universal access to interactive professional education taught by top practitioners including one-on-one or small group practical skills training, CLE, and professional development courses.",http://www.altaclaro.com/,https://twitter.com/AltaClaro,https://angel.co/altaclaro,https://www.crunchbase.com/organization/altaclaro,"",false,
"",ben@amendment.io,Amendment.io,Nowhere,2015,true,Document Automation - ,Unknown,Unknown,"Document sharing inside your company is solved by companies such as Google Docs, box.com, and Dropbox, but what about when you share documents outside your company? A technophobic legal industry has failed to adopt these modern-day document management tools. Amendment.io plans to capture these users with a zero-signup, zero-login, zero-download file management service. ",http://amendment.io/,"",https://angel.co/amendment-io,"","",false,
"",admin@amicus-alj.org,Amicus ALJ,"London, England, UK",1992,true,Legal Research - ,Unknown,Unknown,"Amicus is a small charity that helps provide representation for those facing the death penalty in the United States. 
We believe the death penalty is disproportionately imposed on the most vulnerable in society, violating their right to due process and equal justice before the law. Our aims are to provide better access to justice and to raise awareness of potential abuses of defendants' rights. ",http://www.amicus-alj.org/,https://twitter.com/Amicus_ALJ,https://angel.co/amicus-alj,"","",false,
"",info@anaqua.com,Anaqua,"Boston, MA",2004,true,Practice Management - ,Unknown,Unknown,Anaqua is a leading provider of Intellectual Asset Management software and related services.,www.anaqua.com,https://twitter.com/Anaqua,https://angel.co/anaqua,https://www.crunchbase.com/organization/anaqua#section-overview,"",false,
Alin Bui,info@anduintransact.com,Anduin Transactions,"San Francisco, CA",2014,true,Practice Management - ,Unknown,Unknown,"Anduin provides cloud services to streamline, track and expedite financial transactions in private markets. ",http://www.anduintransact.com,https://twitter.com/anduintransact,https://angel.co/anduin-transactions,https://www.crunchbase.com/organization/anduin,"",false,
Carmen Brückner,pr@anwalt.de,anwalt.de services AG,"Nuremberg, Germany",2004,true,Marketplace - ,Unknown,Unknown,"anwalt.de is the largest legal marketplace in Germany connecting individuals and companies with lawyers.

anwalt.de services AG is a leading legal-tech company in Germany bringing transparency to the legal services market. Its associated platform anwalt.de is a legal marketplace and acting as a mediator for clients seeking legal advice and lawyers offering their services. From our pool of 15.000 law firms encompassing over 19.400 lawyers and over 80.000 lawyer-ratings, consumers and companies can find a suitable lawyer for their private or professional needs. Furthermore, our 26 legal service packages offered by our registered lawyers at a fixed price provide full cost transparency for individual legal advice. Due to their personal profile on anwalt.de lawyers benefit from an improved visibility and accessibility within search engines resulting in a higher ranking and greater demand for legal consultation among consumers. Last but not least our 2.500 authors, among them our juristic editorial staff from anwalt.de, provide more than 55.000 valuable legal tips and advice from all fields of law. anwalt.de engages 120 permanent employees under the leadership of CEO Dr. Stefan Morschheuser and COO Carsten Hübscher at its headquarters in Nuremberg and a branch office in Berlin.
",https://www.anwalt.de/,https://twitter.com/anwaltde,"",https://www.crunchbase.com/organization/anwalt-de#/entity,"",false,
"","",AOLaw Africa,Kenya,2016,true,Legal Research - ,Unknown,Unknown,"AOLaw Africa is a center for legal design and development; a movement to make the law and justice more accessible, more usable, and more engaging using research, innovation and creative excellence.",www.aolaw.co.ke,https://twitter.com/AOLaw_Africa,https://angel.co/aolaw-africa,"","",false,
"","",Apex CLE,"Mount Prospect, IL, USA",2014,true,Legal Education - ,Unknown,Unknown,"ApexCLE, online continuing legal education 
Convenient CLE For Busy Lawyers

Online continuing legal education (CLE) available on all mobile devices.  Search for your state-approved courses in the ApexCLE course library. ",www.apexcle.com,"","",https://www.crunchbase.com/organization/apexcle,"",false,
"","",Appunte,"Santiago, Chile",2016,true,Legal Education - ,Unknown,Unknown,App to study for Law Exams.,http://www.appunte.cl/,https://twitter.com/appunte,https://angel.co/appunte,"","",false,
"","",Aquis Search,"Hong Kong, China",2009,true,Practice Management - ,Unknown,Unknown,"Aquis Search is a leading regional executive search firm specializing in the corporate affairs, compliance, finance & accounting, human resources & corporate services, investment management, legal, risk management and technology sectors across Asia. We offer clients Executive Search, Research & Advisory, Search & Selection, and Contract & Payroll services. 

Our clients are members of a global network of prestigious financial institutions, leading UK and US law firms, regional market leaders and Fortune 500 organizations. Clients' recruitment briefs are successfully met by our team of experienced, multilingual Consultants. Professional integrity is the key value on which our client relationships are built and the majority of our business is from personal referral. This is a testament to the high level of professionalism for which we are known.",http://www.aquissearch.com/,https://twitter.com/AquisSearch,https://angel.co/aquis-search,"","",false,
